module	genome_name	db_name	module_name	module_class	module_category	module_subcategory	module_definition	stepwise_module_completeness	stepwise_module_is_complete	pathwise_module_completeness	pathwise_module_is_complete	proportion_unique_enzymes_present	enzymes_unique_to_module	unique_enzymes_hit_counts	enzyme_hits_in_module	gene_caller_ids_in_module	warnings	pathwise_copy_number	stepwise_copy_number	per_step_copy_numbers
M00895	KMM289	KMM289	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03148+K03154 K03151 K03153 K03149 K10810 K03147 K00941 K00788 K00946"	0.6666666666666666	False	0.6666666666666666	False	NA	No enzymes unique to module	NA	K00788,K00946,K03147,K03148,K03149,K03151,K03154	2935,1717,2934,2936,2938,892,2937	K00788 is present in multiple modules: M00127/M00895/M00896/M00899,K00946 is present in multiple modules: M00127/M00895/M00896,K03147 is present in multiple modules: M00127/M00895/M00896/M00897,K03148 is present in multiple modules: M00127/M00895,K03149 is present in multiple modules: M00127/M00895,K03151 is present in multiple modules: M00127/M00895,K03154 is present in multiple modules: M00127/M00895	0	0	1,1,0,1,0,1,0,1,1
M00896	KMM289	KMM289	Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K22699 K03147 (K00941 (K00788,K21220),K21219) K00946"	0.5	False	0.6	False	NA	No enzymes unique to module	NA	K00788,K00946,K03147	2935,1717,2934	K00788 is present in multiple modules: M00127/M00895/M00896/M00899,K00946 is present in multiple modules: M00127/M00895/M00896,K03147 is present in multiple modules: M00127/M00895/M00896/M00897	0	0	0,1,0,1
M00897	KMM289	KMM289	Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03146 K03147 K14153 K22911 K00949"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K03147,K14153	2934,2935	K03147 is present in multiple modules: M00127/M00895/M00896/M00897,K14153 is present in multiple modules: M00127/M00897/M00899	0	0	0,1,1,0,0
M00899	KMM289	KMM289	Thiamine salvage pathway, HMP/HET => TMP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00878 ((K00941 K00788),K14153,K21219)"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00788,K14153	2935,2935	K00788 is present in multiple modules: M00127/M00895/M00896/M00899,K14153 is present in multiple modules: M00127/M00897/M00899	0	0	0,1
M00125	KMM289	KMM289	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K01497,K14652) (K01498 K00082,K11752) (K22912,K20860,K20861,K20862,K21063,K21064) (K02858,K14652) K00794 K00793 (K20884 K22949,K11753)"	1.0	True	1.0	True	1.0	K11752,K11753,K20862,K21064	1,1,1,4	K00793,K00793,K00794,K01497,K02858,K11752,K11753,K14652,K20862,K21064,K21064,K21064,K21064	640,1721,1719,84,3936,1722,3144,1720,2243,3003,2498,1348,1935	K00793 is present in multiple modules: M00125/M00911,K00794 is present in multiple modules: M00125/M00911,K01497 is present in multiple modules: M00125/M00911,K02858 is present in multiple modules: M00125/M00911,K14652 is present in multiple modules: M00125/M00840	1	1	2,1,5,2,1,2,1
M00911	KMM289	KMM289	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01497 K14654 K14655 -- K02858 K00794 K00793 K00861 K00953"	0.4444444444444444	False	0.4444444444444444	False	NA	No enzymes unique to module	NA	K00793,K00793,K00794,K01497,K02858	640,1721,1719,84,3936	'--' steps are assumed incomplete,K00793 is present in multiple modules: M00125/M00911,K00794 is present in multiple modules: M00125/M00911,K01497 is present in multiple modules: M00125/M00911,K02858 is present in multiple modules: M00125/M00911	0	0	1,0,0,0,1,1,2,0,0
M00124	KMM289	KMM289	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03472 K03473 K00831 K00097 K03474 K00275"	1.0	True	1.0	True	1.0	K00097,K00275,K03472,K03473,K03474	1,1,1,1,1	K00097,K00275,K00831,K03472,K03473,K03474	3367,3786,144,1784,860,1759	K00831 is present in multiple modules: M00020/M00124	1	1	1,1,1,1,1,1
M00115	KMM289	KMM289	NAD biosynthesis, aspartate => quinolinate => NAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K00278,K06989) K03517 K00767 (K00969,K06210) (K01916,K01950)"	1.0	True	1.0	True	1.0	K00278,K03517	1,1	K00278,K00767,K00969,K01950,K03517	1769,2128,3544,3158,1921	K00767 is present in multiple modules: M00115/M00912,K00969 is present in multiple modules: M00115/M00912,K01950 is present in multiple modules: M00115/M00912	1	1	1,1,1,1,1
M00912	KMM289	KMM289	NAD biosynthesis, tryptophan => quinolinate => NAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K00453,K00463) (K01432,K14263,K07130) K00486 K01556 K00452 K00767 (K00969,K06210) (K01916,K01950)"	0.375	False	0.375	False	NA	No enzymes unique to module	NA	K00767,K00969,K01950	2128,3544,3158	K00767 is present in multiple modules: M00115/M00912,K00969 is present in multiple modules: M00115/M00912,K01950 is present in multiple modules: M00115/M00912	0	0	0,0,0,0,0,1,1,1
M00119	KMM289	KMM289	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00826 K00606 K00077 K01579 (K01918,K13799)"	0.8	True	0.8	True	NA	No enzymes unique to module	NA	K00077,K00606,K00826,K01918	1564,1886,2721,1885	K00077 is present in multiple modules: M00119/M00913/M00914,K00606 is present in multiple modules: M00119/M00913/M00914,K00826 is present in multiple modules: M00019/M00570/M00036/M00119,K01918 is present in multiple modules: M00119/M00913	1	0	1,1,1,0,1
M00913	KMM289	KMM289	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00606 K00077 K13367 K00128 K01918"	0.6	False	0.6	False	NA	No enzymes unique to module	NA	K00077,K00606,K01918	1564,1886,1885	K00077 is present in multiple modules: M00119/M00913/M00914,K00606 is present in multiple modules: M00119/M00913/M00914,K01918 is present in multiple modules: M00119/M00913	0	0	1,1,0,0,1
M00120	KMM289	KMM289	Coenzyme A biosynthesis, pantothenate => CoA	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K00867,K03525,K01947,K09680) ((K01922,K21977) K01598,K13038) (K02318,(K00954,K02201) K00859)"	1.0	True	1.0	True	1.0	K00859,K00867,K00954	1,1,1	K00859,K00867,K00954,K13038	2132,2826,2658,2651	K13038 is present in multiple modules: M00120/M00914	1	1	1,1,1
M00914	KMM289	KMM289	Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00606 K00077 K06982 K09722 K13038 K02201 K09735"	0.42857142857142855	False	0.42857142857142855	False	NA	No enzymes unique to module	NA	K00077,K00606,K13038	1564,1886,2651	K00077 is present in multiple modules: M00119/M00913/M00914,K00606 is present in multiple modules: M00119/M00913/M00914,K13038 is present in multiple modules: M00120/M00914	0	0	1,1,0,0,1,0,0
M00572	KMM289	KMM289	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K02169 (K00647,K09458) K00059 K02372 K00208 (K02170,K09789,K19560,K19561)"	0.8333333333333334	True	0.8333333333333334	True	1.0	K02169,K02170	1,1	K00059,K00059,K00059,K00647,K00647,K02169,K02170,K02372,K09458	3422,425,3069,3424,656,1148,2353,1521,427	K00059 is present in multiple modules: M00083/M00874/M00572,K00647 is present in multiple modules: M00083/M00572,K02372 is present in multiple modules: M00083/M00572,K09458 is present in multiple modules: M00083/M00873/M00874/M00572	1	0	1,3,3,1,0,1
M00123	KMM289	KMM289	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00652 ((K00833,K19563) K01935,K19562) K01012"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00652,K00833,K01012,K01935	1149,1151,1150,1147	K00652 is present in multiple modules: M00123/M00950/M00573/M00577,K00833 is present in multiple modules: M00123/M00577,K01012 is present in multiple modules: M00123/M00950/M00573/M00577,K01935 is present in multiple modules: M00123/M00950/M00573/M00577	1	1	1,1,1
M00950	KMM289	KMM289	Biotin biosynthesis, BioU pathway, pimeloyl-ACP/CoA => biotin	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00652 K25570 K01935 K01012"	0.75	True	0.75	True	NA	No enzymes unique to module	NA	K00652,K01012,K01935	1149,1150,1147	K00652 is present in multiple modules: M00123/M00950/M00573/M00577,K01012 is present in multiple modules: M00123/M00950/M00573/M00577,K01935 is present in multiple modules: M00123/M00950/M00573/M00577	1	0	1,0,1,1
M00573	KMM289	KMM289	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K16593 K00652 K19563 K01935 K01012"	0.6	False	0.6	False	NA	No enzymes unique to module	NA	K00652,K01012,K01935	1149,1150,1147	K00652 is present in multiple modules: M00123/M00950/M00573/M00577,K01012 is present in multiple modules: M00123/M00950/M00573/M00577,K01935 is present in multiple modules: M00123/M00950/M00573/M00577	0	0	0,1,0,1,1
M00577	KMM289	KMM289	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01906 K00652 (K00833,K19563) K01935 K01012"	0.8	True	0.8	True	NA	No enzymes unique to module	NA	K00652,K00833,K01012,K01935	1149,1151,1150,1147	K00652 is present in multiple modules: M00123/M00950/M00573/M00577,K00833 is present in multiple modules: M00123/M00577,K01012 is present in multiple modules: M00123/M00950/M00573/M00577,K01935 is present in multiple modules: M00123/M00950/M00573/M00577	1	0	0,1,1,1,1
M00881	KMM289	KMM289	Lipoic acid biosynthesis, plants and bacteria, octanoyl-ACP => dihydrolipoyl-E2/H	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03801 K03644"	1.0	True	1.0	True	1.0	K03801	1	K03644,K03801	3534,3535	K03644 is present in multiple modules: M00881/M00882/M00883/M00884	1	1	1,1
M00882	KMM289	KMM289	Lipoic acid biosynthesis, eukaryotes, octanoyl-ACP => dihydrolipoyl-H	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K23735 K03644"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K03644	3534	K03644 is present in multiple modules: M00881/M00882/M00883/M00884	0	0	0,1
M00883	KMM289	KMM289	Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K23735,K23734) K03644 (K10105,K16869)"	0.6666666666666666	False	0.6666666666666666	False	1.0	K16869	1	K03644,K16869	3534,1413	K03644 is present in multiple modules: M00881/M00882/M00883/M00884	0	0	0,1,1
M00884	KMM289	KMM289	Lipoic acid biosynthesis, octanoyl-CoA => dihydrolipoyl-E2	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K23750 K03644"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K03644	3534	K03644 is present in multiple modules: M00881/M00882/M00883/M00884	0	0	0,1
M00126	KMM289	KMM289	Tetrahydrofolate biosynthesis, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K01495,K09007,K22391) (K01077,K01113,(K08310,K19965)) ((K13939,(K13940,K01633 K00950) K00796),(K01633 K13941)) (K11754,K20457) (K00287,K13998)"	1.0	True	1.0	True	1.0	K00796,K00950,K01077,K08310	1,3,2,1	K00287,K00796,K00950,K00950,K00950,K01077,K01077,K01495,K01633,K08310,K11754	3520,1701,2800,1887,2109,1011,1010,3902,2108,710,855	K00287 is present in multiple modules: M00126/M00840,K01495 is present in multiple modules: M00126/M00841/M00842/M00843/M00988,K01633 is present in multiple modules: M00126/M00840,K11754 is present in multiple modules: M00126/M00841	1	1	1,3,1,1,1
M00840	KMM289	KMM289	Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K14652 K22100 -- K01633 K13941 K22099 K00287"	0.42857142857142855	False	0.42857142857142855	False	NA	No enzymes unique to module	NA	K00287,K01633,K14652	3520,2108,1720	'--' steps are assumed incomplete,K00287 is present in multiple modules: M00126/M00840,K01633 is present in multiple modules: M00126/M00840,K14652 is present in multiple modules: M00125/M00840	0	0	1,0,0,1,0,0,1
M00841	KMM289	KMM289	Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01495 K22101 K13941 K11754 K13998"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K01495,K11754	3902,855	K01495 is present in multiple modules: M00126/M00841/M00842/M00843/M00988,K11754 is present in multiple modules: M00126/M00841	0	0	1,0,0,1,0
M00842	KMM289	KMM289	Tetrahydrobiopterin biosynthesis, GTP => BH4	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01495 K01737 K00072"	0.6666666666666666	False	0.6666666666666666	False	NA	No enzymes unique to module	NA	K01495,K01737	3902,991	K01495 is present in multiple modules: M00126/M00841/M00842/M00843/M00988,K01737 is present in multiple modules: M00842/M00843/M00988	0	0	1,1,0
M00843	KMM289	KMM289	L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01495 K01737 K17745"	0.6666666666666666	False	0.6666666666666666	False	NA	No enzymes unique to module	NA	K01495,K01737	3902,991	K01495 is present in multiple modules: M00126/M00841/M00842/M00843/M00988,K01737 is present in multiple modules: M00842/M00843/M00988	0	0	1,1,0
M00880	KMM289	KMM289	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"((K03639 K03637),K20967) (K03635,K21142) (((K03831,K03638) K03750),K15376)"	1.0	True	1.0	True	1.0	K03635,K03637,K03638,K03639,K03750,K03831	1,1,1,1,2,1	K03635,K03637,K03638,K03639,K03750,K03750,K03831	3893,3891,3890,3882,3708,3901,3516	None	1	1	1,1,2
M00988	KMM289	KMM289	PreQ1 biosynthesis, GTP => 7-Aminomethyl-7-deazaguanine	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K01495,K09007,K22391) K01737 K10026 K06920 (K06879,K09457)"	1.0	True	1.0	True	1.0	K06879,K06920,K10026	1,1,1	K01495,K01737,K06879,K06920,K10026	3902,991,1549,93,94	K01495 is present in multiple modules: M00126/M00841/M00842/M00843/M00988,K01737 is present in multiple modules: M00842/M00843/M00988	1	1	1,1,1,1,1
M00140	KMM289	KMM289	C1-unit interconversion, prokaryotes	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00600 (K01491,(K00300 K01500)) K01938"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00600,K01491,K01938	1724,107,3904	K00600 is present in multiple modules: M00532/M00346/M00975/M00140/M00141,K01491 is present in multiple modules: M00377/M00140/M00618,K01938 is present in multiple modules: M00377/M00140/M00618	1	1	1,1,1
M00141	KMM289	KMM289	C1-unit interconversion, eukaryotes	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00600 (K00288,(K13403 K13402))"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00600	1724	K00600 is present in multiple modules: M00532/M00346/M00975/M00140/M00141	0	0	1,0
M00846	KMM289	KMM289	Siroheme biosynthesis, glutamyl-tRNA => siroheme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K02492 K01845 K01698 K01749 (K01719,K13542,K13543) (K02302,(K00589,K02303,K02496,K13542,K13543)+(K02304,(K24866+K03794)))"	1.0	True	1.0	True	1.0	K02496	1	K01698,K01719,K01749,K01845,K02302,K02302,K02302,K02303,K02303,K02303,K02492,K02496,K24866,K24866,K24866	2594,2252,2251,2063,2431,851,1917,2431,851,1917,3648,2253,2431,851,1917	K01698 is present in multiple modules: M00846/M00868/M00121/M00926,K01719 is present in multiple modules: M00846/M00868/M00121/M00926,K01749 is present in multiple modules: M00846/M00868/M00121/M00926,K01845 is present in multiple modules: M00846/M00121/M00926,K02302 is present in multiple modules: M00846/M00924,K02303 is present in multiple modules: M00846/M00924/M00925,K02492 is present in multiple modules: M00846/M00121/M00926,K24866 is present in multiple modules: M00846/M00924	1	0	1,1,1,1,1,0
M00868	KMM289	KMM289	Heme biosynthesis, animals and fungi, glycine => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00643 K01698 K01749 K01719 K01599 K00228 K00231 K01772"	0.75	True	0.75	True	NA	No enzymes unique to module	NA	K00228,K01599,K01698,K01719,K01749,K01772	2757,1786,2594,2252,2251,128	K00228 is present in multiple modules: M00868/M00121,K01599 is present in multiple modules: M00868/M00121/M00926,K01698 is present in multiple modules: M00846/M00868/M00121/M00926,K01719 is present in multiple modules: M00846/M00868/M00121/M00926,K01749 is present in multiple modules: M00846/M00868/M00121/M00926,K01772 is present in multiple modules: M00868/M00121/M00926	1	0	0,1,1,1,1,1,0,1
M00121	KMM289	KMM289	Heme biosynthesis, plants and bacteria, glutamate => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01885 K02492 K01845 K01698 K01749 (K01719,K13542,K13543) K01599 (K00228,K02495) (K00230,K00231,K08973) K01772"	1.0	True	1.0	True	1.0	K00230,K01885,K02495	1,1,2	K00228,K00230,K01599,K01698,K01719,K01749,K01772,K01845,K01885,K02492,K02495,K02495	2757,2640,1786,2594,2252,2251,128,2063,3389,3648,2764,3213	K00228 is present in multiple modules: M00868/M00121,K01599 is present in multiple modules: M00868/M00121/M00926,K01698 is present in multiple modules: M00846/M00868/M00121/M00926,K01719 is present in multiple modules: M00846/M00868/M00121/M00926,K01749 is present in multiple modules: M00846/M00868/M00121/M00926,K01772 is present in multiple modules: M00868/M00121/M00926,K01845 is present in multiple modules: M00846/M00121/M00926,K02492 is present in multiple modules: M00846/M00121/M00926	1	1	1,1,1,1,1,1,1,3,1,1
M00926	KMM289	KMM289	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K02492 K01845 K01698 K01749 (K01719,K13542) K01599 K00231 K01772 K00435"	0.7777777777777778	True	0.7777777777777778	True	NA	No enzymes unique to module	NA	K01599,K01698,K01719,K01749,K01772,K01845,K02492	1786,2594,2252,2251,128,2063,3648	K01599 is present in multiple modules: M00868/M00121/M00926,K01698 is present in multiple modules: M00846/M00868/M00121/M00926,K01719 is present in multiple modules: M00846/M00868/M00121/M00926,K01749 is present in multiple modules: M00846/M00868/M00121/M00926,K01772 is present in multiple modules: M00868/M00121/M00926,K01845 is present in multiple modules: M00846/M00121/M00926,K02492 is present in multiple modules: M00846/M00121/M00926	1	0	1,1,1,1,1,1,0,1,0
M00924	KMM289	KMM289	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K02302,(K02303,K13542) (K02304,K24866)) (K02190,K03795,K22011) K03394 (K05934,K13541,K21479) K05936 (K02189,K13541) K02188 K05895 (K02191 K03399,K00595) K06042 K02224"	0.09090909090909091	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K02302,K02302,K02302,K02303,K02303,K02303,K24866,K24866,K24866	2431,851,1917,2431,851,1917,2431,851,1917	K02302 is present in multiple modules: M00846/M00924,K02303 is present in multiple modules: M00846/M00924/M00925,K24866 is present in multiple modules: M00846/M00924	0	0	0,0,0,0,0,0,0,0,0,0,0
