module	db_name	module_name	module_substrates	module_intermediates	module_products	pathwise_module_completeness	stepwise_module_completeness
M00924	KMM358	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	Uroporphyrinogen III	Cobalt-precorrin 7,Precorrin 2,Sirohydrochlorin,Cobalt-precorrin 5A,Cobalt-precorrin 4,Cobyrinate,Cobalt-precorrin 5B,Cobalt-precorrin 8,Cobalt-dihydro-precorrin 6,Cobalt-sirohydrochlorin,Cobalt-factor III,Cobalt-precorrin 6	Cob(II)yrinate a,c diamide	0.16666666666666666	0.09090909090909091
M00925	KMM358	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	Uroporphyrinogen III	Hydrogenobyrinate a,c diamide,Precorrin 2,Hydrogenobyrinate,Precorrin 4,Precorrin 5,Precorrin 3A,Precorrin 3B,Precorrin 8X,Precorrin 6Y,Precorrin 6X	Cob(II)yrinate a,c diamide	0.09090909090909091	0.09090909090909091
M00122	KMM358	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin	Cob(II)yrinate a,c diamide,Dimethylbenzimidazole	Adenosine-GDP-cobinamide,N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole,Adenosyl cobinamide,Adenosyl cobyrinate hexaamide,alpha-Ribazole,Adenosyl cobinamide phosphate,Adenosyl cobyrinate a,c diamide	Cobamide coenzyme	0.2857142857142857	0.2857142857142857
M00117	KMM358	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol	Chorismate,all-trans-Polyprenyl diphosphate	2-Methoxy-6-all-trans-polyprenyl-1,4-benzoquinol,5-Methoxy-2-methyl-3-(all-trans-polyprenyl)benzene-1,4-diol,4-Hydroxy-3-polyprenylbenzoate,3-Demethylubiquinol,2-Polyprenylphenol,2-Polyprenyl-6-methoxyphenol,2-Polyprenyl-6-hydroxyphenol,4-Hydroxybenzoate	Ubiquinol	1.0	1.0
M00989	KMM358	Ubiquinone biosynthesis, O2-independent, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol	Chorismate,all-trans-Polyprenyl diphosphate	2-Methoxy-6-all-trans-polyprenyl-1,4-benzoquinol,5-Methoxy-2-methyl-3-(all-trans-polyprenyl)benzene-1,4-diol,4-Hydroxy-3-polyprenylbenzoate,3-Demethylubiquinol,2-Polyprenylphenol,2-Polyprenyl-6-methoxyphenol,2-Polyprenyl-6-hydroxyphenol,4-Hydroxybenzoate	Ubiquinol	1.0	1.0
M00116	KMM358	Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol	Chorismate,all-trans-Polyprenyl diphosphate	2-Succinylbenzoyl-CoA,1,4-Dihydroxy-2-naphthoate,Demethylmenaquinol,Isochorismate,(1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate,1,4-Dihydroxy-2-naphthoyl-CoA,2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate,2-Succinylbenzoate	Menaquinol	1.0	1.0
M00932	KMM358	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol	Chorismate,Phytyl diphosphate	2-Succinylbenzoyl-CoA,2-Carboxy-1,4-naphthoquinone,1,4-Dihydroxy-2-naphthoate,2-Phytyl-1,4-naphthoquinone,Demethylphylloquinol,Isochorismate,(1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate,1,4-Dihydroxy-2-naphthoyl-CoA,2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate,2-Succinylbenzoate	Phylloquinol	0.7	0.5714285714285714
M00095	KMM358	C5 isoprenoid biosynthesis, mevalonate pathway	Acetyl-CoA	(R)-5-Phosphomevalonate,Isopentenyl diphosphate,(R)-5-Diphosphomevalonate,(R)-Mevalonate,(S)-3-Hydroxy-3-methylglutaryl-CoA,Acetoacetyl-CoA	Dimethylallyl diphosphate	0.2857142857142857	0.2857142857142857
M00849	KMM358	C5 isoprenoid biosynthesis, mevalonate pathway, archaea	Acetyl-CoA	(R)-5-Phosphomevalonate,(R)-Mevalonate 3-phosphate,trans-Anhydromevalonate phosphate,Isopentenyl diphosphate,(R)-Mevalonate 3,5-bisphosphate,(R)-Mevalonate,(S)-3-Hydroxy-3-methylglutaryl-CoA,Isopentenyl phosphate,Acetoacetyl-CoA	Dimethylallyl diphosphate	0.3125	0.3333333333333333
M00096	KMM358	C5 isoprenoid biosynthesis, non-mevalonate pathway	Pyruvate,(2R)-2-Hydroxy-3-(phosphonooxy)-propanal	1-Hydroxy-2-methyl-2-butenyl 4-diphosphate,Isopentenyl diphosphate,4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol,2-C-Methyl-D-erythritol 4-phosphate,2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol,1-Deoxy-D-xylulose 5-phosphate,2-C-Methyl-D-erythritol 2,4-cyclodiphosphate	Dimethylallyl diphosphate	1.0	1.0
M00364	KMM358	C10-C20 isoprenoid biosynthesis, bacteria	Isopentenyl diphosphate (IPP)	Dimethylallyl diphosphate (DMPP),Geranyl diphosphate (GPP),trans,trans-Farnesyl diphosphate (FPP)	Geranylgeranyl diphosphate (GGPP)	1.0	1.0
M00365	KMM358	C10-C20 isoprenoid biosynthesis, archaea	Isopentenyl diphosphate (IPP)	Dimethylallyl diphosphate (DMPP),Geranyl diphosphate (GPP),trans,trans-Farnesyl diphosphate (FPP)	Geranylgeranyl diphosphate (GGPP)	0.5	0.5
M00366	KMM358	C10-C20 isoprenoid biosynthesis, plants	Isopentenyl diphosphate (IPP)	Dimethylallyl diphosphate (DMPP),Geranyl diphosphate (GPP),trans,trans-Farnesyl diphosphate (FPP)	Geranylgeranyl diphosphate (GGPP)	0.25	0.25
M00367	KMM358	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes	Isopentenyl diphosphate (IPP)	Dimethylallyl diphosphate (DMPP),Geranyl diphosphate (GPP),trans,trans-Farnesyl diphosphate (FPP)	Geranylgeranyl diphosphate (GGPP)	0.3333333333333333	0.3333333333333333
M00961	KMM358	Betacyanin biosynthesis, L-tyrosine => amaranthin	L-Tyrosine	2-Carboxy-2,3-dihydro-5,6-dihydroxyindole,4,5-seco-Dopa,Betanidin,Betalamic acid,3,4-Dihydroxy-L-phenylalanine,cyclo-Dopa 5-O-glucoside,Betanin	Amaranthin	0.25	0.25
M00953	KMM358	Mugineic acid biosynthesis, methionine => 3-epihydroxymugineic acid	L-Methionine	2'-Deoxymugineic acid,S-Adenosyl-L-methionine,Nicotianamine,Mugineic acid,3-Epihydroxy-2'-deoxymugineic acid,3''-Deamino-3''-oxonicotianamine	3-Epihydroxymugineic acid	0.2	0.2
M00848	KMM358	Aurachin biosynthesis, anthranilate => aurachin A	Anthranilate	Aurachin B,4-Hydroxy-2-methyl-3-oxo-4-[(2E,6E)-farnesyl]-3,4-dihydroquinoline 1-oxide,Anthraniloyl-CoA,Aurachin B epoxide,Aurachin D,Aurachin C,2-Methylquinolin-4-ol	Aurachin A	0.03125	0.0
M00850	KMM358	Vibrio cholerae pathogenicity signature, cholera toxins	None	None	None	0.16666666666666666	0.16666666666666666
M00542	KMM358	EHEC/EPEC pathogenicity signature, T3SS and effectors	None	None	None	0.125	0.125
M00856	KMM358	Salmonella enterica pathogenicity signature, typhoid toxin	None	None	None	0.25	0.25
M00575	KMM358	Pertussis pathogenicity signature, T1SS	None	None	None	0.2	0.2
M00574	KMM358	Pertussis pathogenicity signature, pertussis toxin	None	None	None	0.25	0.25
M00651	KMM358	Vancomycin resistance, D-Ala-D-Lac type	None	None	None	0.14285714285714285	0.0
M00704	KMM358	Tetracycline resistance, efflux pump Tet38	None	None	None	0.5	0.5
M00726	KMM358	Cationic antimicrobial peptide (CAMP) resistance, lysyl-phosphatidylglycerol (L-PG) synthase MprF	None	None	None	0.3333333333333333	0.3333333333333333
M00744	KMM358	Cationic antimicrobial peptide (CAMP) resistance, protease PgtE	None	None	None	0.6666666666666666	0.6666666666666666
M00718	KMM358	Multidrug resistance, efflux pump MexAB-OprM	None	None	None	0.5	0.5
M00642	KMM358	Multidrug resistance, efflux pump MexJK-OprM	None	None	None	0.5	0.5
M00643	KMM358	Multidrug resistance, efflux pump MexXY-OprM	None	None	None	0.16666666666666666	0.0
M00769	KMM358	Multidrug resistance, efflux pump MexPQ-OpmE	None	None	None	0.3333333333333333	0.3333333333333333
M00649	KMM358	Multidrug resistance, efflux pump AdeABC	None	None	None	1.0	1.0
M00696	KMM358	Multidrug resistance, efflux pump AcrEF-TolC	None	None	None	0.16666666666666666	0.0
M00697	KMM358	Multidrug resistance, efflux pump MdtEF-TolC	None	None	None	0.16666666666666666	0.0
M00698	KMM358	Multidrug resistance, efflux pump BpeEF-OprC	None	None	None	0.5	0.5
M00660	KMM358	Xanthomonas spp. pathogenicity signature, T3SS and effectors	None	None	None	0.10227272727272728	0.0
M00664	KMM358	Nodulation	None	None	None	0.25	0.25
M00611	KMM358	Oxygenic photosynthesis in plants and cyanobacteria	None	None	None	0.4090909090909091	0.5
M00612	KMM358	Anoxygenic photosynthesis in purple bacteria	None	None	None	0.4090909090909091	0.5
M00613	KMM358	Anoxygenic photosynthesis in green nonsulfur bacteria	None	None	None	0.07692307692307693	0.0
M00614	KMM358	Anoxygenic photosynthesis in green sulfur bacteria	None	None	None	0.36363636363636365	0.0
M00617	KMM358	Methanogen	None	None	None	0.2	0.0
M00618	KMM358	Acetogen	None	None	None	0.7380952380952381	0.5
M00616	KMM358	Sulfate-sulfur assimilation	None	None	None	0.875	0.5
M00001	KMM366	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	alpha-D-Glucose	Glycerone phosphate,3-Phospho-D-glyceroyl phosphate,D-Fructose 1,6-bisphosphate,D-Fructose 6-phosphate,Phosphoenolpyruvate,alpha-D-Glucose 6-phosphate,D-Glyceraldehyde 3-phosphate,3-Phospho-D-glycerate,2-Phospho-D-glycerate	Pyruvate	1.0	1.0
M00002	KMM366	Glycolysis, core module involving three-carbon compounds	Glycerone phosphate	3-Phospho-D-glyceroyl phosphate,Phosphoenolpyruvate,D-Glyceraldehyde 3-phosphate,3-Phospho-D-glycerate,2-Phospho-D-glycerate	Pyruvate	1.0	1.0
M00003	KMM366	Gluconeogenesis, oxaloacetate => fructose-6P	Oxaloacetate	Glycerone phosphate,3-Phospho-D-glyceroyl phosphate,D-Fructose 1,6-bisphosphate,Phosphoenolpyruvate,D-Glyceraldehyde 3-phosphate,3-Phospho-D-glycerate,2-Phospho-D-glycerate	D-Fructose 6-phosphate	1.0	1.0
M00307	KMM366	Pyruvate oxidation, pyruvate => acetyl-CoA	Pyruvate	2-(alpha-Hydroxyethyl)thiamine diphosphate,Enzyme N6-(lipoyl)lysine,[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine,Thiamin diphosphate,Enzyme N6-(dihydrolipoyl)lysine	Acetyl-CoA	1.0	1.0
M00009	KMM366	Citrate cycle (TCA cycle, Krebs cycle)	Acetyl-CoA	Isocitrate,Succinate,(S)-Malate,Enzyme N6-(lipoyl)lysine,Fumarate,Oxaloacetate,2-Oxoglutarate,Succinyl-CoA,Citrate,[Dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine,Enzyme N6-(dihydrolipoyl)lysine	None	0.875	0.875
M00010	KMM366	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	Oxaloacetate,Acetyl-CoA	Citrate,Isocitrate	2-Oxoglutarate	1.0	1.0
M00011	KMM366	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	2-Oxoglutarate	Succinate,(S)-Malate,Enzyme N6-(lipoyl)lysine,Fumarate,Succinyl-CoA,[Dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine,Enzyme N6-(dihydrolipoyl)lysine	Oxaloacetate	0.8	0.8
M00004	KMM366	Pentose phosphate pathway (Pentose phosphate cycle)	None	D-Ribose 5-phosphate,6-Phospho-D-gluconate,Sedoheptulose 7-phosphate,D-Fructose 6-phosphate,beta-D-Glucose 6-phosphate,alpha-D-Glucose 6-phosphate,D-Xylulose 5-phosphate,D-Ribulose 5-phosphate,D-Glyceraldehyde 3-phosphate,D-Erythrose 4-phosphate,D-Glucono-1,5-lactone 6-phosphate	None	0.7142857142857143	0.6666666666666666
M00007	KMM366	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	D-Fructose 6-phosphate	Sedoheptulose 7-phosphate,D-Xylulose 5-phosphate,D-Glyceraldehyde 3-phosphate,D-Ribulose 5-phosphate,D-Erythrose 4-phosphate	D-Ribose 5-phosphate	1.0	1.0
M00580	KMM366	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P	D-Fructose 6-phosphate	D-arabino-Hex-3-ulose 6-phosphate,D-Ribulose 5-phosphate	D-Ribose 5-phosphate	0.6666666666666666	0.5
M00005	KMM366	PRPP biosynthesis, ribose 5P => PRPP	D-Ribose 5-phosphate	None	5-Phospho-alpha-D-ribose 1-diphosphate	1.0	1.0
M00008	KMM366	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	beta-D-Glucose 6-phosphate	2-Dehydro-3-deoxy-6-phospho-D-gluconate,D-Glucono-1,5-lactone 6-phosphate,6-Phospho-D-gluconate	Pyruvate,D-Glyceraldehyde 3-phosphate	0.5	0.5
M00308	KMM366	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	D-Gluconic acid	2-Dehydro-3-deoxy-6-phospho-D-gluconate,3-Phospho-D-glyceroyl phosphate,D-Glyceraldehyde 3-phosphate,2-Dehydro-3-deoxy-D-gluconate	3-Phospho-D-glycerate,Pyruvate	0.6	0.5
M00014	KMM366	Glucuronate pathway (uronate pathway)	UDP-glucose	Xylitol,beta-D-Glucuronoside,D-Glucuronate,UDP-glucuronate,D-Glucuronate 1-phosphate,L-Gulonate,L-Xylulose,3-Dehydro-L-gulonate,D-Xylulose	D-Xylulose 5-phosphate	0.1111111111111111	0.125
M00631	KMM366	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P	D-Galacturonate	2-Dehydro-3-deoxy-6-phospho-D-gluconate,D-Tagaturonate,2-Dehydro-3-deoxy-D-gluconate,D-Altronate	Pyruvate,D-Glyceraldehyde 3-phosphate	0.2	0.2
M00061	KMM366	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	D-Glucuronate	D-Mannonate,2-Dehydro-3-deoxy-6-phospho-D-gluconate,D-Fructuronate,2-Dehydro-3-deoxy-D-gluconate	Pyruvate,D-Glyceraldehyde 3-phosphate	0.2	0.2
M00632	KMM366	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	D-Galactose	UDP-alpha-D-galactose,alpha-D-Galactose 1-phosphate,UDP-glucose,alpha-D-Galactose	D-Glucose 1-phosphate	1.0	1.0
M00552	KMM366	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	D-Galactonate	3-Phospho-D-glyceroyl phosphate,D-Glyceraldehyde 3-phosphate,2-Dehydro-3-deoxy-6-phospho-D-galactonate,2-Dehydro-3-deoxy-D-galactonate	3-Phospho-D-glycerate	0.4	0.4
M00129	KMM366	Ascorbate biosynthesis, animals, glucose-1P => ascorbate	D-Glucose 1-phosphate	UDP-glucose,beta-D-Glucuronoside,L-Gulono-1,4-lactone,D-Glucuronate,UDP-glucuronate,L-Gulonate	Ascorbate	0.2857142857142857	0.2857142857142857
M00114	KMM366	Ascorbate biosynthesis, plants, fructose-6P => ascorbate	D-Fructose 6-phosphate	beta-L-Galactose 1-phosphate,GDP-L-galactose,GDP-mannose,D-Mannose 1-phosphate,L-Galactono-1,4-lactone,D-Mannose 6-phosphate,L-Galactose	Ascorbate	0.125	0.125
M00550	KMM366	Ascorbate degradation, ascorbate => D-xylulose-5P	Ascorbate	3-Dehydro-L-gulonate 6-phosphate,L-Xylulose 5-phosphate,L-Ribulose 5-phosphate,L-Ascorbate 6-phosphate	D-Xylulose 5-phosphate	0.2	0.2
M00854	KMM366	Glycogen biosynthesis, glucose-1P => glycogen/starch	D-Glucose 1-phosphate	ADP-glucose,UDP-glucose,Amylose	Starch	1.0	1.0
M00855	KMM366	Glycogen degradation, glycogen => glucose-6P	Starch	D-Glucose 1-phosphate	D-Glucose 6-phosphate	1.0	1.0
M00565	KMM366	Trehalose biosynthesis, D-glucose 1P => trehalose	D-Glucose 1-phosphate	Starch,Amylose,Maltooligosyltrehalose,Maltodextrin,ADP-glucose	Trehalose	0.6666666666666666	0.6666666666666666
M00012	KMM366	Glyoxylate cycle	Acetyl-CoA	Isocitrate,(S)-Malate,Glyoxylate,cis-Aconitate,Oxaloacetate,Citrate	None	0.8	0.8
M00373	KMM366	Ethylmalonyl pathway	Acetyl-CoA	Propanoyl-CoA,L-erythro-3-Methylmalyl-CoA,L-Malyl-CoA,(R)-Methylmalonyl-CoA,(2S)-Methylsuccinyl-CoA,2-Methylfumaryl-CoA,(2R)-Ethylmalonyl-CoA,Glyoxylate,(R)-3-Hydroxybutanoyl-CoA,Crotonoyl-CoA,(2S)-Ethylmalonyl-CoA,(S)-Methylmalonyl-CoA,Acetoacetyl-CoA	Succinyl-CoA,(S)-Malate	0.08333333333333333	0.08333333333333333
M00740	KMM366	Methylaspartate cycle	Acetyl-CoA	Isocitrate,L-erythro-3-Methylmalyl-CoA,(S)-Malate,L-Malyl-CoA,L-threo-3-Methylaspartate,2-Methylfumaryl-CoA,Oxalosuccinate,Glyoxylate,cis-Aconitate,Oxaloacetate,2-Oxoglutarate,L-Glutamate,Citrate,Mesaconate	None	0.18181818181818182	0.18181818181818182
M00532	KMM366	Photorespiration	L-Glutamate,D-Ribulose 1,5-bisphosphate	Glycolate,Oxygen,Glycine,Glyoxylate,2-Phosphoglycolate,Hydroxypyruvate,L-Serine,Hydrogen peroxide,D-Glycerate	Ammonia,3-Phospho-D-glycerate,2-Oxoglutarate	0.3	0.3
M00013	KMM366	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	Propanoyl-CoA	3-Hydroxypropionyl-CoA,Propenoyl-CoA,3-Oxopropanoate,3-Hydroxypropanoate	Acetyl-CoA	0.4	0.4
M00982	KMM366	Methylcitrate cycle	Propanoyl-CoA	2-Methylcitrate,Succinate,(S)-Malate,2-Methyl-trans-aconitate,(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate,Fumarate,Oxaloacetate,(Z)-But-2-ene-1,2,3-tricarboxylate	None	0.8571428571428571	0.8571428571428571
M00968	KMM366	Pentose bisphosphate pathway (nucleoside degradation), archaea, nucleoside/NMP => 3-PGA/glycerone phosphate	UMP,Uridine,AMP,CMP,Guanosine	D-Ribulose 1,5-bisphosphate,D-Ribose 1,5-bisphosphate,alpha-D-Ribose 1-phosphate,D-Ribulose 1-phosphate	Glycerone phosphate,3-Phospho-D-glycerate	0.25	0.0
M00131	KMM366	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol	1D-myo-Inositol 1,3,4,5-tetrakisphosphate	1D-myo-Inositol 3-phosphate,1D-myo-Inositol 1,3,4-trisphosphate,D-myo-Inositol 3,4-bisphosphate	myo-Inositol	0.25	0.25
M00165	KMM366	Reductive pentose phosphate cycle (Calvin cycle)	CO2	Glycerone phosphate,3-Phospho-D-glyceroyl phosphate,D-Ribose 5-phosphate,D-Fructose 1,6-bisphosphate,D-Fructose 6-phosphate,Sedoheptulose 7-phosphate,D-Ribulose 1,5-bisphosphate,D-Glyceraldehyde 3-phosphate,D-Xylulose 5-phosphate,D-Ribulose 5-phosphate,D-Erythrose 4-phosphate,Sedoheptulose 1,7-bisphosphate,3-Phospho-D-glycerate	None	0.8181818181818182	0.8181818181818182
M00168	KMM366	CAM (Crassulacean acid metabolism), dark	CO2,Phosphoenolpyruvate	Oxaloacetate	(S)-Malate	0.5	0.5
M00169	KMM366	CAM (Crassulacean acid metabolism), light	(S)-Malate	Pyruvate	CO2,Phosphoenolpyruvate	0.5	0.5
M00172	KMM366	C4-dicarboxylic acid cycle, NADP - malic enzyme type	None	Phosphoenolpyruvate,Oxaloacetate,Pyruvate,(S)-Malate	CO2	0.5	0.5
M00171	KMM366	C4-dicarboxylic acid cycle, NAD - malic enzyme type	None	(S)-Malate,L-Aspartate,L-Alanine,Phosphoenolpyruvate,Oxaloacetate,Pyruvate	CO2	0.14285714285714285	0.14285714285714285
M00170	KMM366	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	None	Phosphoenolpyruvate,L-Aspartate,Oxaloacetate	CO2	0.5	0.5
M00173	KMM366	Reductive citrate cycle (Arnon-Buchanan cycle)	None	Isocitrate,Succinate,(S)-Malate,Acetyl-CoA,cis-Aconitate,Phosphoenolpyruvate,Pyruvate,Oxaloacetate,Fumarate,Succinyl-CoA,2-Oxoglutarate,Citrate	None	0.7272727272727273	0.7
M00376	KMM366	3-Hydroxypropionate bi-cycle	None	Propanoyl-CoA,Succinate,L-erythro-3-Methylmalyl-CoA,(S)-Malate,(3S)-3-Carboxy-3-hydroxypropanoyl-CoA,3-Hydroxypropionyl-CoA,Mesaconyl-CoA,(R)-Methylmalonyl-CoA,Acetyl-CoA,Fumarate,Propenoyl-CoA,Succinyl-CoA,3-Hydroxypropanoate,Mesaconyl-C4-CoA,Malonyl-CoA,(S)-Methylmalonyl-CoA,(3S)-Citramalyl-CoA,3-Oxopropanoate	Pyruvate,Glyoxylate	0.15384615384615385	0.15384615384615385
M00375	KMM366	Hydroxypropionate-hydroxybutylate cycle	None	3-Hydroxypropanoate,Propanoyl-CoA,(R)-Methylmalonyl-CoA,3-Hydroxypropionyl-CoA,Acetyl-CoA,(S)-3-Hydroxybutanoyl-CoA,4-Hydroxybutanoic acid,Propenoyl-CoA,4-Hydroxybutyryl-CoA,Crotonoyl-CoA,Succinyl-CoA,Succinate semialdehyde,Malonyl-CoA,(S)-Methylmalonyl-CoA,Acetoacetyl-CoA,3-Oxopropanoate	None	0.07142857142857142	0.07142857142857142
M00374	KMM366	Dicarboxylate-hydroxybutyrate cycle	None	Succinate,(S)-Malate,Acetyl-CoA,(S)-3-Hydroxybutanoyl-CoA,Phosphoenolpyruvate,Pyruvate,Oxaloacetate,Fumarate,Succinyl-CoA,Succinate semialdehyde,4-Hydroxybutanoic acid,4-Hydroxybutyryl-CoA,Crotonoyl-CoA,Acetoacetyl-CoA	None	0.38461538461538464	0.38461538461538464
M00377	KMM366	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	CO2	Tetrahydrofolate,Formate,5-Methyltetrahydrofolate,CO,5,10-Methenyltetrahydrofolate,5,10-Methylenetetrahydrofolate,10-Formyltetrahydrofolate	Acetyl-CoA	0.47619047619047616	0.42857142857142855
M00579	KMM366	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate	Acetyl-CoA	Acetyl phosphate	Acetate	1.0	1.0
M00620	KMM366	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	Acetyl-CoA	Succinate,(S)-Malate,Fumarate,Pyruvate,Oxaloacetate,Succinyl-CoA	2-Oxoglutarate	0.14285714285714285	0.14285714285714285
M00357	KMM366	Methanogenesis, acetate => methane	Acetate	5-Methyl-5,6,7,8-tetrahydromethanopterin,Coenzyme M,Acetyl-CoA,Coenzyme B,2-(Methylthio)ethanesulfonate,Acetyl phosphate,Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide	Methane	0.2	0.2
M00346	KMM366	Formaldehyde assimilation, serine pathway	None	(S)-Malate,(3S)-3-Carboxy-3-hydroxypropanoyl-CoA,L-Serine,Glycine,Glyoxylate,Hydroxypyruvate,Phosphoenolpyruvate,Oxaloacetate,2-Phospho-D-glycerate,D-Glycerate	None	0.4444444444444444	0.4444444444444444
M00345	KMM366	Formaldehyde assimilation, ribulose monophosphate pathway	Formaldehyde,D-Ribulose 5-phosphate	D-Fructose 1,6-bisphosphate,D-Fructose 6-phosphate,D-arabino-Hex-3-ulose 6-phosphate	D-Glyceraldehyde 3-phosphate	0.75	0.6666666666666666
M00344	KMM366	Formaldehyde assimilation, xylulose monophosphate pathway	Formaldehyde	Glycerone phosphate,D-Fructose 1,6-bisphosphate,Glycerone	D-Fructose 6-phosphate	0.5	0.5
M00530	KMM366	Dissimilatory nitrate reduction, nitrate => ammonia	Nitrate	Nitrite	NH3	0.75	0.5
M00529	KMM366	Denitrification, nitrate => nitrogen	Nitrate	Nitric oxide,Nitrous oxide,Nitrite	Nitrogen	0.25	0.25
M00176	KMM366	Assimilatory sulfate reduction, sulfate => H2S	Sulfate	3'-Phosphoadenylyl sulfate,Sulfite,Adenylyl sulfate	Hydrogen sulfide	1.0	1.0
M00986	KMM366	Sulfur reduction, sulfur => sulfide	Sulfur	None	Hydrogen sulfide	1.0	1.0
M00985	KMM366	Sulfide oxidation, sulfide => sulfur	Hydrogen sulfide	None	Sulfur	0.5	0.0
M00990	KMM366	Dimethylsulfoniopropionate (DMSP) degradation, demethylation pathway, DMSP => methanethiol	S,S-Dimethyl-beta-propiothetin	3-(Methylthio)propanoate,3-(Methylthio)propanoyl-CoA,3-(Methylthio)acryloyl-CoA	Methanethiol,Acetaldehyde	0.25	0.25
M00991	KMM366	Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acetyl-CoA	S,S-Dimethyl-beta-propiothetin	3-Hydroxypropanoate,3-Oxopropanoate	Dimethyl sulfide,Acetyl-CoA	0.3333333333333333	0.3333333333333333
M00992	KMM366	Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acrylate => acetyl-CoA	S,S-Dimethyl-beta-propiothetin	Acrylic acid,Propenoyl-CoA,3-Oxopropanoate,3-Hydroxypropanoate	Dimethyl sulfide,Acetyl-CoA	0.2	0.2
M00993	KMM366	Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => propionyl-CoA	S,S-Dimethyl-beta-propiothetin	Propenoyl-CoA	Dimethyl sulfide,Propanoyl-CoA	0.5	0.5
M00144	KMM366	NADH:quinone oxidoreductase, prokaryotes	H+,Ubiquinone,NADH	None	Ubiquinol,NAD+	1.0	1.0
M00149	KMM366	Succinate dehydrogenase, prokaryotes	Quinone,Succinate	None	Fumarate,Hydroquinone	1.0	1.0
M00150	KMM366	Fumarate reductase, prokaryotes	Quinone,Succinate	None	Fumarate,Hydroquinone	1.0	1.0
M00151	KMM366	Cytochrome bc1 complex respiratory unit	Hydroquinone,Ferricytochrome c	None	Quinone,H+,Ferrocytochrome c	1.0	1.0
M00152	KMM366	Cytochrome bc1 complex	Ubiquinol,Ferricytochrome c	None	H+,Ubiquinone,Ferrocytochrome c	0.3	0.0
M00153	KMM366	Cytochrome bd ubiquinol oxidase	Ubiquinol,Oxygen	None	Ubiquinone,H2O	1.0	1.0
M00156	KMM366	Cytochrome c oxidase, cbb3-type	H+,Ferrocytochrome c,Oxygen	None	H2O,Ferricytochrome c	1.0	1.0
M00157	KMM366	F-type ATPase, prokaryotes and chloroplasts	ADP,Orthophosphate	None	H2O,ATP	1.0	1.0
M00082	KMM366	Fatty acid biosynthesis, initiation	Acetyl-CoA	Malonyl-CoA,Malonyl-[acyl-carrier protein],Acetyl-[acyl-carrier protein]	Acetoacetyl-[acp]	1.0	1.0
